Label,Title,Artist,Album,Genre,Year,Format,Notes
Music World (4CBS-1007),Asia Minor,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),You Always Hurt The One You Love,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Bobby's Girl,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Sleep Walk,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Goodbye Cruel World,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Stick Shift,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Look For A Star,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),I'm Not A Juvenile Delinquent,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),(Ghost) Riders In The Sky,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),My True Love,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Pretty Blue Eyes,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),I Understand (Just How You Feel),Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Guitar Boogie Shuffle,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Why Do Fools Fall In Love?,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Blue Moon,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),G.T.O.,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Torquay,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Here Comes Summer,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Loop De Loop,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007), Yellow Bird ,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Party Doll,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Pharaoh's Army (Got Drownded),Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Mr Bass Man,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Deep Purple,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),My True Love,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),My Guy,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Sugar Shack,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Little Honda,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Judy In Disguise,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Go Jimmy Go,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Tragedy,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Single Girl,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Rebel Rouser,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),40 Miles Of Bad Road,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Because They're Young,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Dance With The Guitar Man,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Everybody Loves A Clown,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),This Diamond Ring,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Lightnin' Strikes Again,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Wooly Bully,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),The Birds And The Bees,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Down In The Boondocks,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Wild Thing,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Cry Like A Baby,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Help Me Rhonda,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Silence Is Golden,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Judy In Disguise,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Indian Reservation,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),You'll Never Walk Alone,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),If You Gotta Make A Fool Of Somebody,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),I'm Telling You Now,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),How Do You Do It,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Good Golly Miss Molly,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),I Like It,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),The Letter,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Lightnin' Strikes,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),I Fought The Law,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Jesamine,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),With A Girl Like You,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Here Comes My Baby,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),The Airplane Song,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Happy Together,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),Elenore,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Music World (4CBS-1007),When A Man Loves A Woman,Various,The Greatest Hits Of Rock N' Roll 114 Original Greats,Rock,0,"Vinyl (LP, Compilation, Stereo)",
Coral (cops 1011),Silent Night,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),"Adeste Fideles (Oh, Come, All Ye Faithful)",Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),White Christmas,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),"God Rest Ye Merry, Gentlemen",Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),Faith Of Our Fathers,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),I'll Be Home For Christmas (If Only In My Dreams),Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),Jingle Bells,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),Santa Claus Is Comin' To Town,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),Silver Bells,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),It's Beginning To Look Like Christmas,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),Christmas In Killarney,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
Coral (cops 1011),Mele Kalikimaka,Bing Crosby,Merry Christmas,Pop,1955,"Vinyl (LP, Album, Mono)",
J & B Records (JB 070),Singing The Blues,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Rock A Billy,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),"My Truly, Truly Fair",Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),My Shoes Keep Walking Back To You,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),She Wears Red Feathers,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),"Belle, Belle My Liberty Belle ",Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Sparrow In The Treetop,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Christopher Columbus,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),The Roving Kind,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Sippin' Soda,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Heartaches By The Number,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),My Heart Cries For You,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Feet Up (Pat Him On The Po Po),Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Cloud Lucky Seven,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Silver Moon Upon The Golden Sands,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),There's A Pawnshop On The Corner,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Sunshine Guitar,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Chicka Boom,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),The Same Old Me,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
J & B Records (JB 070),Knee Deep In The Blues,Guy Mitchell,20 Golden Greats,Pop,1981,"Vinyl (LP, Compilation)",
Capitol Records (T 944),April In Portugal,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),Unforgettable,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),Time Was (Duerme),Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),I Should Care,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),Stranger In Paradise,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),I'm Beginning To See The Light,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),Skylark,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),It's A Blue World,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),You've Changed,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),Adios,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),Embraceable You,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
Capitol Records (T 944),The World Is Waiting For The Sunrise,Various,Just For Variety Vol. 1,"Jazz, Pop",0,"Vinyl (LP, Compilation)",
DYNA House (CD 2033),Tutti Frutti,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Tossin' & Turnin',Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),See You Later Alligator,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Louie Louie,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Speedo,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Twist & Shout,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Ya Ya,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Baby Baby Bye Bye,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Hey Paula,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),The Great Pretender,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Do You Wanna Dance?,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Rock Around The Clock,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Kansas City,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Soldier Boy,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Sixteen Candles,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Earth Angel,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Smoke Gets In Your Eyes,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Good Golly Miss Molly,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Chigueta,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
DYNA House (CD 2033),Crying In The Chapel,Various,The Greatest Hits Of Rock & Roll - 20 Monsters,"Rock, Pop",1976,"Vinyl (LP, Compilation, Stereo)",
Rainbow (4) (RDL-1508),Intro - Blueberry Hill,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),Jambalaya (On The Bayou),Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),"Oh, What A Price",Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),Domino Twist,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),Let The Four Winds Blow,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),Whole Lotta Loving,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),I'm Gonna Be A Wheel Someday,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),I'm In The Mood For Love,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),Please Don't Leave Me,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),Ain't That A Shame,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
Rainbow (4) (RDL-1508),So Long,Fats Domino,Greatest Hits,"Rock, Blues",1979,"Vinyl (LP, Album, Reissue)",
MCA Records (COP/S 3934),If I Didn't Care,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),"We Three (My Echo, My Shadow And Me)",The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),My Prayer,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),Whispering Grass (Don't Tell The Trees),The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),It's Funny To Everyone But Me,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),I Don't Want To Set The World On Fire,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),To Each His Own,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),Do I Worry?,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),Address Unknown,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),Someone's Rocking My Dream Boat,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),Street Of Dreams,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
MCA Records (COP/S 3934),Don't Get Around Much Anymore,The Ink Spots,Golden Favorites,Pop,1980,"Vinyl (LP, Stereo, Compilation, Reissue)",
Golden Hour (ASTLP 2073),The Best Things In Life Are Free,The Ink Spots,Golden Hour Presents Stanley Morgans Inkspots In London,Pop,1978,Vinyl (LP),
